dataset,num_rows,avg_chars,avg_words,avg_sentences,avg_emojis,avg_emoticons,avg_urls,avg_emails,avg_mentions,avg_repeated_chars,avg_teencode,avg_english_tokens,avg_phrase_hits
raw,10200.0,379.83,85.48009803921569,4.7345098039215685,0.5840196078431372,0.27990196078431373,0.000784313725490196,0.0,0.0013725490196078432,0.41352941176470587,1.1476470588235295,12.312058823529412,1.7116666666666667
processed,10200.0,408.24127450980393,82.83529411764705,5.173529411764706,0.09127450980392157,0.000588235294117647,0.0,0.0,0.000196078431372549,0.013725490196078431,0.7719607843137255,6.614607843137255,0.085
